,Region,Region_code,price_period,price_period_code,price,number_bathrooms,number_bedrooms,Parking,Central Heating,Washing Machine,Dryer,Dishwasher,Microwave,Pets Allowed,Wheelchair Access,Garden / Patio / Balcony,Serviced Property
326,Dublin 4,13,month,0,1695,1,1,1,1,1,1,0,1,0,0,0,0
327,Dublin 2,8,month,0,2300,2,2,1,1,1,1,1,1,0,0,1,0
328,Dublin 4,13,month,0,3200,2,3,1,0,0,0,0,0,0,1,0,0
329,Dublin 3,12,month,0,1780,2,2,0,1,1,1,1,1,0,0,0,0
330,Dublin 2,8,month,0,3600,2,2,0,1,1,1,1,1,0,0,0,0
331,Dublin 8,18,month,0,1680,1,2,1,1,1,1,0,1,0,0,0,0
332,Dublin 4,13,month,0,1700,1,1,1,1,1,1,1,1,0,0,0,0
333,Dublin 6,15,month,0,2250,2,2,1,0,0,0,0,0,0,0,0,0
334,Dun Laoghaire A94,22,month,0,1850,1,2,0,1,1,0,1,0,0,0,1,0
335,Dublin 15,5,month,0,1800,2,2,0,0,1,0,1,1,0,0,1,0
336,Dublin 4,13,month,0,1695,1,2,1,0,1,1,0,1,0,0,1,1
337,Dublin 1,0,month,0,1650,1,1,0,1,1,1,0,1,0,1,1,0
338,Dublin 4,13,month,0,1650,1,1,1,1,1,0,0,1,0,0,0,1
339,Dublin 14,4,month,0,1850,1,2,1,1,1,1,1,1,0,0,0,1
340,Dublin 4,13,month,0,1612,1,1,1,1,0,0,1,1,0,0,0,0
341,Dublin 11,1,month,0,2300,2,3,1,1,1,0,1,1,0,0,0,0
342,Dublin 4,13,month,0,2500,2,2,1,0,0,0,0,0,0,1,0,0
343,Dublin 6,15,month,0,3250,3,2,1,0,0,0,0,0,0,0,0,0
344,Dublin 3,12,month,0,1950,2,2,1,0,0,0,0,0,0,1,0,0
345,Dublin 2,8,month,0,2000,1,2,0,1,1,1,1,1,0,0,0,0
346,Dublin 2,8,month,0,2300,2,2,1,1,1,1,1,1,0,1,1,1
347,Dun Laoghaire A96,23,month,0,1550,1,1,0,0,1,0,0,0,0,0,0,0
348,Dublin 2,8,month,0,2100,2,2,0,1,1,1,1,1,0,1,1,1
349,Dublin 7,17,month,0,1500,1,2,0,1,1,1,0,1,0,0,0,0
350,Dublin 4,13,month,0,1500,1,1,1,0,1,1,0,1,0,0,0,0
351,Dublin 3,12,month,0,2000,1,2,1,1,1,0,1,1,0,1,1,0
352,Dublin 7,17,month,0,1800,1,2,0,1,1,0,0,1,0,0,1,0
353,Dublin 3,12,month,0,2000,1,2,1,1,1,0,1,1,0,1,1,1
354,Dublin 18,7,month,0,2500,2,2,1,1,1,0,1,1,0,0,1,0
355,Dublin 2,8,month,0,2080,1,2,1,0,1,0,0,0,0,0,0,0
356,Dublin 2,8,month,0,2194,1,3,1,0,0,0,0,0,1,0,0,0
357,Dublin 8,18,month,0,1462,1,1,1,1,1,1,0,1,0,0,1,0
358,Dublin 4,13,month,0,2495,2,3,1,1,1,1,1,0,0,0,0,0
359,Dun Laoghaire A94,22,month,0,1595,1,1,1,1,1,1,1,1,0,0,1,0
360,Dublin 6,15,month,0,2250,1,2,1,1,1,1,0,1,0,0,0,0
361,Dublin 6,15,month,0,1150,1,1,1,1,1,1,0,1,0,0,0,0
362,Dublin 2,8,month,0,2800,2,3,0,1,1,1,1,1,0,0,0,0
363,Dublin 8,18,month,0,2050,1,3,1,1,1,0,0,1,0,0,0,0
364,Dublin 1,0,month,0,1350,1,1,0,1,1,0,0,1,0,0,0,0
365,Dublin 4,13,month,0,1750,1,1,1,1,1,0,1,1,0,0,0,0
366,Dublin 1,0,month,0,1250,1,1,0,1,1,0,0,1,0,0,1,0
367,Dublin 1,0,month,0,3200,2,3,1,1,1,1,1,1,0,0,1,0
368,Dublin Fingal K67,21,month,0,800,1,1,1,0,0,0,0,0,1,0,0,0
369,Dublin 7,17,month,0,1600,1,1,0,1,1,0,0,0,0,0,1,0
370,Dublin 4,13,month,0,1800,1,2,1,1,1,1,0,1,0,0,1,1
371,Dublin 8,18,month,0,1600,1,1,0,1,1,1,0,1,0,0,1,0
372,Dublin 4,13,month,0,2800,2,3,1,1,1,1,1,1,0,1,1,0
373,Dun Laoghaire A9X,24,month,0,2175,2,2,1,1,1,1,1,1,0,1,1,0
374,Dublin 6,15,month,0,1800,1,2,0,1,1,1,0,1,0,0,0,0
375,Dublin 7,17,month,0,1200,1,1,0,0,1,1,0,1,0,0,1,0
376,Dublin 9,19,month,0,1700,1,2,1,1,1,1,0,1,0,0,1,1
377,Dublin 2,8,month,0,2750,2,2,1,1,1,1,1,1,0,1,1,0
378,Dublin 2,8,month,0,1500,1,2,1,0,0,0,0,0,0,0,0,0
379,Dublin 1,0,month,0,2500,2,3,0,1,1,1,1,1,0,1,1,0
380,Dublin 4,13,month,0,2200,1,2,1,1,1,1,1,1,0,0,0,1
381,Dublin 14,4,month,0,1700,1,1,1,1,1,1,0,1,0,0,1,0
382,Dublin 4,13,month,0,1800,1,2,1,0,0,0,0,0,0,0,0,0
383,Dublin 16,6,month,0,1650,2,2,1,0,0,0,0,0,0,0,0,0
384,Dublin 2,8,month,0,1450,1,1,0,1,1,1,0,1,0,0,1,0
385,Dublin 6,15,month,0,1385,1,1,0,0,1,1,0,1,0,0,1,0
386,Dublin 1,0,month,0,1550,1,1,1,0,1,1,0,1,0,0,0,0
387,Dun Laoghaire A94,22,month,0,2095,2,2,1,1,1,1,0,1,0,0,1,0
388,Dublin 6,15,month,0,1600,1,2,1,1,1,0,0,1,0,0,0,0
389,Dublin 8,18,month,0,1450,1,1,1,1,1,0,0,1,0,0,1,0
390,Dublin 7,17,month,0,1500,1,1,0,1,1,1,0,1,0,0,0,0
391,Dun Laoghaire A94,22,month,0,1495,1,1,1,1,1,1,1,1,0,0,1,0
392,Dublin 9,19,month,0,1850,2,2,1,1,1,1,1,1,0,0,0,0
393,Dublin 9,19,month,0,1600,1,2,1,0,1,1,0,1,0,0,1,0
394,Dublin 1,0,month,0,2000,1,1,1,1,1,1,1,1,1,0,0,0
395,Dublin 20,9,month,0,1440,1,1,1,0,0,0,0,0,0,0,0,0
396,Dun Laoghaire A96,23,month,0,2800,2,3,1,1,1,1,1,1,0,0,1,0
397,Dublin 2,8,month,0,1850,1,2,0,0,1,1,1,1,0,0,1,0
398,Dublin Fingal K67,21,month,0,1550,1,1,1,1,1,0,0,1,0,1,1,0
399,Dublin 2,8,month,0,2300,2,2,0,1,1,1,1,1,0,1,1,0
400,Dublin 3,12,month,0,1850,2,2,1,1,1,0,1,0,0,0,1,0
401,Dublin 2,8,month,0,3000,3,2,0,0,1,0,1,0,0,0,1,0
402,Dublin 4,13,month,0,2700,2,3,0,0,1,1,0,1,0,0,0,0
403,Dublin 6,15,month,0,2400,2,2,1,1,0,0,0,0,0,0,1,0
404,Dublin 6,15,month,0,3750,2,3,1,1,0,0,0,0,0,0,0,0
405,Dublin 6,15,month,0,2100,2,2,1,1,1,0,1,1,0,0,0,0
406,Dublin 2,8,month,0,1700,1,2,1,0,0,0,0,0,0,0,0,0
407,Dublin 4,13,month,0,3750,2,2,0,1,1,1,1,1,0,0,1,0
408,Dublin 2,8,month,0,1950,1,2,0,1,1,0,1,1,0,0,1,0
409,Dublin 1,0,month,0,3575,2,2,0,1,1,0,0,1,1,1,0,0
410,Dublin 1,0,month,0,3500,2,2,0,1,0,0,0,0,1,0,1,0
411,Dublin 4,13,month,0,1900,2,1,1,0,0,0,0,0,0,0,0,0
412,Dublin 4,13,month,0,1975,2,2,1,0,0,0,0,0,0,0,0,0
413,Dublin 18,7,month,0,1950,2,2,1,1,1,0,1,0,0,0,1,0
414,Dublin 2,8,month,0,1950,2,2,0,0,1,0,0,0,0,0,0,0
415,Dublin 6,15,month,0,2350,2,3,1,1,1,0,0,1,0,0,0,0
416,Dublin 1,0,month,0,2000,1,3,0,0,1,0,0,0,0,0,0,0
417,Dublin 9,19,month,0,2000,2,3,1,1,1,0,0,0,0,0,1,0
418,Dun Laoghaire A94,22,month,0,2000,2,2,1,1,1,1,1,0,0,0,1,1
419,Dublin 6,15,month,0,1500,1,1,1,1,1,0,1,1,0,0,0,0
420,Dublin 4,13,week,1,599,1,1,1,0,1,0,0,1,0,0,0,0
421,Dublin 8,18,week,1,420,1,1,0,1,1,0,0,1,0,0,1,1
422,Dublin 4,13,week,1,435,1,1,1,0,1,0,0,1,0,0,1,1
423,Dublin 8,18,month,0,1700,1,2,1,1,1,0,1,0,0,0,1,0
424,Dublin 2,8,month,0,1950,1,2,0,0,1,0,0,1,0,0,0,0
425,Dublin 1,0,week,1,425,1,1,1,0,1,0,0,1,0,0,0,0
426,Dublin 6,15,week,1,525,1,1,1,1,1,0,0,1,0,0,0,0
427,Dublin 1,0,month,0,2200,2,2,1,1,1,1,1,1,0,1,1,0
428,Dublin 14,4,month,0,1800,1,2,1,1,1,1,1,1,0,0,1,0
429,Dublin 8,18,month,0,1600,1,2,1,1,1,0,0,1,0,0,1,0
430,Dublin 6,15,month,0,1620,1,2,1,1,1,0,0,1,0,0,1,0
431,Dublin 4,13,month,0,1800,1,2,0,1,1,1,1,1,0,0,1,0
432,Dublin 1,0,month,0,1700,2,2,1,1,1,1,1,1,0,0,1,0
433,Dublin 2,8,month,0,1750,1,2,0,1,1,1,1,1,0,0,1,0
434,Dublin 6,15,month,0,1500,1,1,1,1,1,1,0,1,0,0,1,0
435,Dublin 18,7,month,0,1970,2,2,1,1,1,1,1,1,0,0,1,0
436,Dublin 14,4,month,0,1860,2,2,1,1,1,1,1,1,0,0,1,0
437,Dublin 1,0,month,0,1700,2,2,0,1,1,1,1,1,0,0,1,0
438,Dublin 8,18,month,0,1400,1,1,1,0,1,1,0,0,0,0,0,0
439,Dublin 5,14,month,0,2195,2,2,1,1,1,1,1,1,0,0,1,1
440,Dublin 4,13,month,0,1950,1,1,0,1,1,1,1,1,0,0,1,0
441,Dublin 2,8,month,0,1700,1,1,0,1,1,1,1,1,0,0,0,0
442,Dublin 6,15,month,0,2200,2,3,1,0,0,0,0,0,0,0,0,0
443,Dublin 8,18,month,0,2000,2,3,1,1,1,1,0,1,0,0,1,0
444,Dublin 8,18,month,0,1500,1,2,1,0,1,0,1,1,0,0,1,0
445,Dublin 12,2,month,0,1700,1,2,1,1,1,0,0,1,0,0,1,1
446,Dublin 4,13,month,0,1700,1,2,1,0,1,1,0,1,0,0,1,0
447,Dublin 8,18,month,0,1600,1,1,0,1,1,0,0,1,0,1,1,0
448,Dublin 4,13,month,0,2800,2,2,1,1,1,0,0,1,0,0,1,0
449,Dublin 7,17,month,0,1350,1,1,1,0,1,1,0,1,0,0,0,0
450,Dublin 11,1,month,0,1500,2,2,1,1,1,0,1,1,0,0,1,0
451,Dublin 8,18,month,0,1300,1,1,0,1,1,1,0,1,0,0,0,0
452,Dublin 1,0,month,0,1500,1,1,0,0,1,1,0,1,0,0,0,0
453,Dublin 7,17,month,0,1100,1,1,0,1,1,0,0,1,0,1,0,0
454,Dublin 8,18,month,0,1500,1,2,1,0,1,1,0,1,0,0,1,0
455,Dublin 2,8,month,0,2200,1,2,1,1,1,1,1,1,0,0,0,0
456,Dublin 6,15,month,0,2350,2,2,1,1,1,1,1,1,0,0,1,0
457,Dublin 15,5,month,0,1605,2,2,1,1,1,0,1,1,0,0,1,1
458,Dublin 2,8,month,0,1850,1,2,0,1,1,1,1,1,0,0,0,1
459,Dublin 2,8,month,0,1850,1,2,0,0,0,0,0,0,1,1,0,0
460,Dublin 7,17,month,0,1600,1,1,1,1,1,1,0,1,0,0,0,0
461,Dublin 1,0,month,0,1699,1,1,0,0,0,0,0,0,0,1,0,0
462,Dublin 1,0,month,0,1650,1,1,0,1,1,0,0,1,0,0,1,1
463,Dublin 2,8,week,1,390,1,1,0,1,1,1,0,1,0,0,1,0
464,Dublin 16,6,month,0,2250,3,3,1,1,1,1,1,1,0,0,1,0
465,Dublin 2,8,month,0,2590,2,2,0,1,1,1,1,1,0,1,1,0
466,Dublin 6,15,month,0,2300,2,2,1,1,1,1,1,1,0,1,1,0
467,Dublin 7,17,month,0,1600,2,1,1,1,1,1,1,1,0,1,1,0
468,Dublin 6,15,month,0,2000,2,2,1,0,0,0,0,0,0,0,0,0
469,Dublin 16,6,month,0,1450,1,2,1,0,0,0,0,0,0,0,0,0
470,Dublin 18,7,week,1,980,2,2,1,1,1,1,1,1,0,0,0,0
471,Dun Laoghaire A94,22,week,1,980,2,2,1,1,1,1,1,1,0,0,1,1
472,Dublin 2,8,week,1,850,1,2,0,1,1,0,1,1,0,0,0,1
473,Dublin 18,7,week,1,980,2,2,1,1,1,1,0,1,0,0,1,1
474,Dublin 8,18,month,0,1700,1,2,1,0,0,0,0,0,0,0,0,0
475,Dublin 2,8,month,0,1485,1,1,1,1,1,1,0,1,0,0,1,1
476,Dublin 20,9,month,0,1650,1,2,1,1,1,1,0,1,0,0,1,0
477,Dublin 8,18,month,0,1450,1,1,1,0,0,0,0,0,0,0,0,0
478,Dublin 8,18,month,0,1700,1,2,1,1,1,1,0,1,0,0,1,0
479,Dublin 6,15,month,0,1600,1,1,1,1,1,1,1,1,0,0,1,0
480,Dublin 8,18,month,0,1838,2,2,1,1,1,0,0,1,0,0,1,0
481,Dublin 2,8,month,0,1795,1,2,0,1,0,0,1,1,0,0,1,0
482,Dun Laoghaire A94,22,month,0,1995,2,2,0,1,1,1,0,1,0,0,0,0
483,Dublin 6,15,month,0,2000,2,2,1,1,1,1,1,1,0,0,0,0
484,Dublin 7,17,month,0,1495,1,2,0,1,1,0,0,1,0,0,0,0
485,Dublin 7,17,month,0,1300,1,1,0,1,1,0,0,1,0,0,1,0
486,Dublin 6,15,month,0,2700,2,2,1,1,1,1,0,0,0,0,1,0
487,Dublin 3,12,month,0,1550,1,1,1,1,1,1,1,1,0,0,0,0
488,Dublin 1,0,month,0,2200,2,2,0,0,1,0,0,0,0,0,0,0
489,Dublin 12,2,month,0,2200,3,3,1,1,1,1,1,1,0,0,1,0
490,Dublin 6,15,month,0,2250,2,2,1,1,1,1,1,1,0,0,1,0
491,Dublin 1,0,month,0,2250,1,3,1,1,1,0,0,0,0,0,0,0
492,Dublin 3,12,month,0,2650,3,3,1,1,1,1,1,1,0,0,1,0
493,Dublin 4,13,month,0,4500,2,2,1,1,1,1,1,1,0,0,1,0
494,Dublin 2,8,month,0,2100,2,2,0,1,1,0,1,1,0,0,1,0
495,Dublin 5,14,month,0,1800,2,2,1,0,1,1,1,1,0,0,1,0
496,Dublin 6,15,month,0,1600,1,2,0,0,1,1,0,1,0,0,0,0
497,Dublin 12,2,month,0,1600,1,2,1,0,0,0,0,0,0,0,0,0
498,Dublin 8,18,month,0,1850,1,2,1,1,1,1,0,1,0,1,1,0
499,Dublin 2,8,month,0,1500,1,1,0,1,0,0,1,1,0,0,1,0
500,Dublin 8,18,month,0,2050,1,1,0,1,1,1,1,1,0,0,0,0
501,Dublin 7,17,month,0,1950,1,2,1,1,1,1,1,1,0,0,1,1
502,Dublin 18,7,month,0,1350,1,1,1,1,1,1,1,1,0,0,1,0
503,Dublin 14,4,month,0,1700,3,2,1,1,1,0,1,0,0,0,1,0
504,Dublin 8,18,month,0,1700,1,2,0,1,1,1,0,1,0,0,1,0
505,Dublin 6,15,month,0,2900,2,2,0,1,1,1,1,1,1,1,1,1
506,Dublin 3,12,month,0,1538,1,1,1,1,1,0,0,1,0,0,1,0
507,Dublin 4,13,month,0,2400,1,2,0,1,1,1,1,1,0,0,1,0
508,Dublin 6,15,month,0,1800,1,2,1,1,1,1,1,1,0,0,0,0
509,Dublin 7,17,month,0,750,1,1,1,0,0,0,0,0,0,0,0,0
510,Dublin 5,14,month,0,1800,1,1,1,1,1,1,1,1,0,0,1,0
511,Dublin 1,0,month,0,2000,1,2,1,0,0,0,0,0,1,0,0,0
512,Dublin Fingal K67,21,month,0,1700,2,2,1,1,1,0,1,1,0,0,1,1
513,Dublin 1,0,month,0,1700,1,2,0,1,1,1,0,1,0,0,1,1
514,Dublin 4,13,month,0,1947,1,1,1,1,1,1,1,1,0,0,1,0
515,Dublin 4,13,month,0,3750,2,3,1,1,1,1,1,1,0,0,1,0
516,Dublin 4,13,month,0,3650,2,2,1,1,1,1,1,1,0,0,1,0
517,Dublin 4,13,month,0,1900,2,2,1,1,1,1,0,1,0,0,0,0
518,Dublin 4,13,month,0,3385,2,2,0,1,1,1,1,1,0,0,1,0
519,Dublin 4,13,month,0,2799,2,2,1,1,1,1,1,1,0,0,1,0
520,Dublin 4,13,month,0,4175,2,2,1,1,1,0,1,1,0,0,1,0
521,Dublin 14,4,month,0,1615,1,1,1,1,1,0,1,0,0,0,1,0
522,Dublin 4,13,month,0,2030,1,1,1,1,1,1,1,1,0,0,1,0
523,Dublin 4,13,month,0,2300,1,2,1,1,1,1,0,1,0,0,1,0
524,Dublin 4,13,month,0,1900,2,2,1,1,1,1,0,1,0,0,0,0
525,Dublin 4,13,month,0,2560,2,2,0,1,1,1,1,1,0,0,1,0
526,Dublin 1,0,month,0,1850,1,2,0,1,1,1,1,1,0,0,1,0
527,Dublin 2,8,month,0,1400,1,1,1,1,1,1,0,0,0,0,1,0
528,Dublin 2,8,month,0,1400,1,1,1,1,1,1,0,0,0,1,1,0
529,Dun Laoghaire A96,23,month,0,1400,1,1,0,0,1,1,0,1,0,0,0,0
530,Dublin 1,0,month,0,1600,1,1,0,1,1,1,0,1,0,1,1,0
531,Dun Laoghaire A94,22,month,0,3850,2,2,1,0,0,0,0,0,0,1,0,0
532,Dublin 1,0,month,0,2100,1,2,1,1,1,0,1,1,0,0,1,0
533,Dun Laoghaire A94,22,month,0,2300,2,2,1,1,1,0,1,1,0,0,0,0
534,Dublin 2,8,month,0,1750,1,2,0,1,1,1,0,1,0,0,0,0
535,Dublin 11,1,month,0,1270,1,1,1,1,1,1,0,1,0,0,1,0
536,Dun Laoghaire A96,23,month,0,2250,2,2,1,1,1,1,0,0,0,0,1,0
537,Dublin 7,17,month,0,2000,2,2,1,1,1,1,1,1,0,0,1,0
538,Dublin 2,8,month,0,1540,1,1,0,1,1,1,0,0,0,0,0,0
539,Dublin 3,12,month,0,1600,1,1,1,1,1,1,1,1,0,0,0,0
540,Dublin 4,13,month,0,2700,2,2,1,1,1,1,1,1,0,1,1,0
541,Dublin 8,18,month,0,1350,1,1,0,0,1,0,0,0,0,0,1,0
542,Dublin 3,12,month,0,1455,1,1,1,1,1,1,0,1,0,0,0,0
543,Dublin 1,0,month,0,1800,1,2,0,1,1,0,0,1,0,0,0,0
544,Dublin 6,15,month,0,1600,1,2,0,0,1,1,1,1,0,0,1,0
545,Dublin 2,8,month,0,1850,2,2,1,0,1,1,1,1,0,0,1,0
546,Dublin 4,13,month,0,1200,1,1,0,0,0,0,0,1,0,0,0,0
547,Dublin 8,18,month,0,4200,2,6,0,0,1,1,0,1,0,0,0,0
548,Dublin 8,18,month,0,1800,1,2,1,0,1,1,1,1,0,0,1,1
549,Dublin 8,18,month,0,1800,2,2,1,0,1,0,0,1,0,0,1,1
550,Dublin 3,12,month,0,1800,2,2,1,1,1,0,1,1,0,0,0,1
551,Dublin Fingal K67,21,month,0,1600,1,2,1,1,1,1,1,1,0,0,0,0
552,Dublin 6,15,month,0,1900,1,2,1,0,0,0,0,0,0,0,0,0
553,Dublin 7,17,month,0,1800,1,2,0,1,1,1,1,0,0,0,1,0
554,Dublin 15,5,month,0,1770,2,2,1,1,1,0,1,1,0,0,1,0
555,Dublin 18,7,month,0,1750,2,2,1,1,1,1,1,1,0,0,1,0
556,Dun Laoghaire A9X,24,month,0,2275,3,3,1,0,1,1,1,1,0,0,1,0
557,Dublin 2,8,month,0,1475,1,1,1,1,1,1,0,1,0,0,0,0
558,Dublin 6,15,month,0,1400,1,1,1,1,1,0,0,1,0,0,1,0
559,Dublin 1,0,week,1,240,1,1,0,1,1,0,1,1,0,0,1,0
560,Dublin 7,17,week,1,247,1,1,0,1,1,1,1,1,0,0,1,0
561,Dublin 1,0,week,1,230,1,1,0,0,1,0,1,1,0,1,1,0
562,Dublin 1,0,month,0,1425,1,1,0,1,1,0,0,0,0,0,0,0
563,Dun Laoghaire A96,23,week,1,700,2,2,1,0,0,0,0,0,0,0,0,0
564,Dublin 4,13,month,0,2800,1,1,1,1,1,1,1,1,0,0,0,1
565,Dublin 4,13,month,0,3900,1,1,1,1,1,1,1,1,1,0,1,1
566,Dublin 2,8,month,0,4350,1,2,0,1,1,1,1,1,0,0,1,1
567,Dublin 2,8,month,0,3800,2,2,1,1,1,1,1,1,0,0,1,1
568,Dublin 4,13,month,0,3200,2,2,1,1,1,1,1,1,0,0,0,1
569,Dublin 4,13,month,0,3600,1,1,1,1,1,1,1,1,1,0,1,1
570,Dublin 2,8,month,0,3600,2,2,1,1,1,1,1,1,0,0,1,1
571,Dublin 2,8,month,0,3600,2,2,1,1,1,1,1,1,0,0,1,1
572,Dublin 2,8,month,0,4500,2,2,1,1,1,1,1,1,0,0,1,1
573,Dublin 2,8,month,0,4200,2,2,0,1,1,1,1,1,0,0,1,1
574,Dublin 4,13,month,0,2600,1,1,1,1,1,1,1,1,0,0,0,1
575,Dublin 4,13,month,0,2000,1,1,0,1,1,1,1,1,0,0,1,0
576,Dublin 4,13,month,0,3000,1,2,1,1,1,1,1,1,0,0,1,1
577,Dublin 2,8,month,0,2300,2,2,1,1,1,1,1,1,0,0,1,0
578,Dublin 2,8,month,0,3400,2,2,0,1,1,1,1,1,0,0,1,1
579,Dublin 4,13,month,0,2500,2,2,1,1,1,1,1,1,1,0,1,1
580,Dublin 2,8,month,0,2500,1,2,0,1,1,1,1,1,0,0,1,0
581,Dublin 4,13,month,0,2400,2,2,1,1,1,1,1,1,1,0,1,0
582,Dublin 4,13,month,0,4150,2,2,1,1,1,1,1,1,1,0,1,1
583,Dublin 2,8,month,0,3600,2,2,1,1,1,1,1,1,0,0,1,1
584,Dublin 2,8,month,0,1730,1,2,0,0,1,0,0,1,0,0,1,0
585,Dublin 2,8,month,0,2500,1,2,0,1,1,1,1,1,0,0,1,0
586,Dublin 4,13,month,0,4150,2,2,1,1,1,1,1,1,1,0,1,1
587,Dublin 2,8,month,0,3600,2,2,1,1,1,1,1,1,0,0,1,1
588,Dublin 4,13,month,0,2150,2,2,1,1,1,1,1,1,0,0,0,0
589,Dublin 2,8,month,0,1728,2,2,1,0,1,0,0,1,0,0,1,0
590,Dun Laoghaire A94,22,month,0,2080,2,2,1,1,1,1,0,1,0,0,0,0
591,Dublin 3,12,month,0,1900,2,2,1,1,1,1,1,1,0,0,0,0
592,Dublin 1,0,month,0,2140,2,2,1,1,1,0,1,1,0,0,1,0
593,Dublin 8,18,month,0,2000,1,2,0,0,0,0,0,0,0,0,1,0
594,Dublin 24,11,month,0,1875,1,2,1,1,1,0,0,1,0,1,0,1
595,Dublin 20,9,month,0,1800,2,2,1,1,1,1,1,1,0,0,1,0
596,Dublin 14,4,month,0,1800,2,2,1,1,1,1,1,1,0,0,1,1
597,Dublin 24,11,month,0,2400,2,3,1,0,1,1,1,1,0,1,1,1
598,Dublin 13,3,month,0,1690,1,2,1,1,1,0,1,1,0,0,0,0
599,Dublin 9,19,month,0,1796,2,2,1,1,1,0,1,0,0,0,1,0
600,Dublin 15,5,month,0,1550,1,1,1,0,1,0,0,0,0,0,1,0
601,Dublin 4,13,month,0,2912,2,2,1,1,1,1,1,1,0,0,1,1
602,Dublin Fingal K36,20,month,0,2100,2,2,1,1,1,1,1,1,0,0,1,0
603,Dublin 9,19,month,0,2200,4,4,0,1,0,1,0,1,0,0,0,0
604,Dublin 9,19,month,0,1616,2,2,1,1,1,1,0,1,0,0,1,0
605,Dublin 4,13,month,0,2750,2,3,1,1,1,1,1,1,0,0,1,0
606,Dublin 11,1,month,0,1700,1,2,1,0,0,0,0,0,0,0,0,0
607,Dublin 1,0,month,0,1500,1,1,1,0,1,0,1,1,0,0,0,0
608,Dublin 1,0,month,0,1300,1,1,0,1,1,1,0,1,0,0,0,0
609,Dublin 4,13,month,0,2695,1,1,1,1,1,1,1,1,1,0,0,0
610,Dublin 4,13,month,0,1800,1,2,0,1,1,0,0,1,0,0,0,0
611,Dublin 6,15,month,0,1600,1,2,0,1,0,0,0,1,0,0,1,0
612,Dublin 13,3,month,0,1900,2,2,1,0,0,0,0,0,0,1,0,0
613,Dublin 22,10,month,0,1899,1,2,1,1,0,0,1,1,0,0,0,0
614,Dublin 1,0,month,0,1895,1,1,1,1,1,1,1,1,0,0,1,0
615,Dun Laoghaire A94,22,week,1,200,1,1,0,1,1,0,0,1,0,0,1,0
616,Dublin 9,19,month,0,1750,2,2,1,0,1,1,1,1,0,0,1,0
617,Dublin 2,8,month,0,2500,2,2,0,1,1,1,0,1,0,0,1,0
618,Dublin 3,12,month,0,2000,1,2,1,1,1,0,1,1,0,0,1,0
619,Dublin 8,18,month,0,1475,1,1,0,1,1,1,0,1,0,0,0,0
620,Dublin 1,0,month,0,2150,2,2,0,1,1,1,1,1,0,0,0,0
621,Dublin 6,15,month,0,1600,1,2,1,1,1,1,1,1,0,0,1,0
622,Dublin 15,5,month,0,1700,1,2,1,0,0,0,0,0,0,1,0,0
623,Dublin 8,18,week,1,275,1,1,1,1,1,1,0,1,0,0,0,1
624,Dublin 8,18,month,0,1850,1,2,1,0,0,0,0,0,0,0,0,0
625,Dublin 2,8,month,0,2400,2,2,0,0,0,0,0,0,0,0,1,0
626,Dublin 4,13,month,0,2300,2,2,1,1,1,0,1,0,0,0,1,0
627,Dublin 6,15,month,0,2200,2,3,1,1,1,0,1,0,0,0,0,0
628,Dublin 1,0,month,0,3286,2,2,0,1,1,0,1,0,0,0,1,0
629,Dublin 8,18,month,0,1870,2,2,1,1,1,0,0,1,0,0,0,0
630,Dublin 2,8,month,0,4160,2,3,1,1,1,0,1,0,0,0,1,0
631,Dublin 4,13,month,0,2560,2,3,1,1,0,0,1,0,0,0,0,0
632,Dublin 14,4,month,0,2500,2,3,1,1,1,0,1,0,0,0,0,0
633,Dublin 6,15,month,0,1620,1,2,0,1,1,1,1,1,0,0,1,1
634,Dublin 15,5,month,0,1650,1,2,1,1,1,0,0,1,0,0,0,0
635,Dublin 1,0,month,0,1850,1,2,0,1,1,1,0,1,0,0,0,0
636,Dublin Fingal K36,20,month,0,2200,2,2,1,1,1,1,1,1,0,0,1,0
637,Dublin 13,3,month,0,1500,1,2,1,1,1,1,1,1,0,0,1,0
638,Dublin 6,15,month,0,2000,2,2,1,1,1,0,1,1,0,0,1,1
639,Dublin 1,0,month,0,1600,1,1,0,0,1,1,0,1,0,0,0,0
640,Dublin 1,0,month,0,1250,1,1,0,1,1,1,0,1,1,0,1,1
641,Dublin 20,9,month,0,1227,1,1,1,1,1,1,0,1,0,0,1,0
642,Dublin 2,8,week,1,444,1,1,0,0,1,1,1,1,0,0,0,0
643,Dublin 2,8,week,1,910,2,3,0,0,1,1,1,1,0,0,0,0
644,Dublin 2,8,week,1,770,2,2,1,1,1,1,1,1,0,0,1,0
645,Dublin 2,8,week,1,495,1,1,0,1,1,1,1,1,0,0,0,0
646,Dublin 2,8,week,1,725,2,2,0,1,1,0,1,1,0,0,1,0
647,Dublin 2,8,week,1,735,2,2,1,0,1,1,1,1,0,0,0,0
648,Dublin 2,8,week,1,525,1,1,0,0,1,1,1,1,0,0,0,0
649,Dublin 1,0,week,1,375,1,1,0,0,1,1,1,1,0,0,0,0
650,Dublin 8,18,week,1,475,1,1,0,1,1,1,0,1,1,0,0,0
651,Dublin 2,8,week,1,675,2,2,1,1,1,1,1,1,0,1,1,1
652,Dublin 8,18,week,1,396,1,1,0,1,1,1,1,1,0,0,0,0
653,Dublin 1,0,month,0,1100,1,1,1,1,1,1,0,1,0,0,1,0
